"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-05-07,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
13,0323(brokerage business),649,-464,13,0059(brokerage business),482,75,13,0323(brokerage business),675,453
14,0139(brokerage business),578,-723,14,0253(brokerage business),345,-47,14,0103(brokerage business),659,-36
15,0088(brokerage business),559,-91,15,0295(brokerage business),261,5,15,0088(brokerage business),609,538
16,0240(brokerage business),553,269,16,0335(brokerage business),250,-118,16,0006(brokerage business),485,-13
17,0335(brokerage business),549,-256,17,0274(brokerage business),237,-305,17,0042(brokerage business),464,-100
18,0271(brokerage business),402,-318,18,0007(brokerage business),234,-15,18,0272(brokerage business),464,-409
19,0288(brokerage business),299,248,19,0081(brokerage business),222,155,19,0274(brokerage business),446,0
20,0308(brokerage business),285,-437,20,0311(brokerage business),219,-2,20,0268(brokerage business),409,-87
Total,,29455,-17644,Total,,27855,323,Total,,27258,477
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：niall,,,,,,,2026-05-07,,,,
Name of FF Member/OSBP,1169748,504617,Name of FF Member/OSBP,365920,-8068,Name of FF Member/OSBP,359212,-7578,,,
Name of Non-FF Member/OSNBP,490,-1067,Name of Non-FF Member/OSNBP,119,0,Name of Non-FF Member/OSNBP,6827,-490,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2605,,,,,,,,,,2026-05-07,
1,0004(brokerage business),798,666,1,0148(brokerage business),2430,-42,1,0253(brokerage business),2946,0
2,0148(brokerage business),702,293,2,0004(brokerage business),2322,-180,2,0272(brokerage business),2256,-36
3,0058(brokerage business),642,126,3,0240(brokerage business),1290,0,3,0058(brokerage business),1824,12
4,0311(brokerage business),294,214,4,0052(brokerage business),1110,0,4,0004(brokerage business),1314,-546
5,0003(brokerage business),276,60,5,0275(brokerage business),750,132,5,0148(brokerage business),1164,-288
6,0253(brokerage business),192,126,6,0059(brokerage business),612,-6,6,0034(brokerage business),564,0
7,0123(brokerage business),186,66,7,0138(brokerage business),606,0,7,0043(brokerage business),558,0
8,0272(brokerage business),180,72,8,0272(brokerage business),600,-12,8,0081(brokerage business),552,0
9,0275(brokerage business),156,89,9,0081(brokerage business),450,-24,9,0323(brokerage business),480,0
10,0259(brokerage business),132,132,10,0253(brokerage business),420,-192,10,0009(brokerage business),324,-12
11,0271(brokerage business),126,-54,11,0058(brokerage business),414,-42,11,0163(brokerage business),324,0
12,0125(brokerage business),114,114,12,0043(brokerage business),408,0,12,0003(brokerage business),300,276
13,0169(brokerage business),114,108,13,0151(brokerage business),378,0,13,0305(brokerage business),282,0
14,0385(brokerage business),108,108,14,0049(brokerage business),354,-6,14,0028(brokerage business),252,0
15,0277(brokerage business),96,96,15,0163(brokerage business),294,-12,15,0042(brokerage business),186,0
16,0163(brokerage business),72,-204,16,0169(brokerage business),234,-114,16,0059(brokerage business),180,0
17,0240(brokerage business),72,-30,17,0418(brokerage business),210,0,17,0320(brokerage business),162,48
18,0268(brokerage business),72,25,18,0018(brokerage business),150,0,18,0311(brokerage business),102,-126
19,0274(brokerage business),72,60,19,0034(brokerage business),150,0,19,0049(brokerage business),36,-6
20,0019(brokerage business),54,48,20,0238(brokerage business),144,0,20,0177(brokerage business),36,0
Total,,4458,2115,Total,,13326,-498,Total,,13842,-678
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2606,,,,,,,,,,2026-05-07,
1,0004(brokerage business),145476,53210,1,0148(brokerage business),18220,-1376,1,0004(brokerage business),25608,-759
2,0148(brokerage business),76997,38045,2,0004(brokerage business),10115,-3925,2,0163(brokerage business),10688,452
3,0163(brokerage business),51243,23585,3,0103(brokerage business),7828,-1350,3,0148(brokerage business),8724,-615
4,0081(brokerage business),43053,16067,4,0163(brokerage business),6832,-581,4,0082(brokerage business),8705,-88
5,0259(brokerage business),28344,13802,5,0253(brokerage business),5423,-331,5,0240(brokerage business),8574,-1232
6,0240(brokerage business),27086,13102,6,0081(brokerage business),3870,-407,6,0272(brokerage business),5834,-159
7,0253(brokerage business),23647,9795,7,0240(brokerage business),3866,-240,7,0103(brokerage business),5397,-311
8,0275(brokerage business),22586,4251,8,0272(brokerage business),3849,-474,8,0253(brokerage business),5308,-516
9,0272(brokerage business),21915,6174,9,0077(brokerage business),3614,-659,9,0034(brokerage business),4949,-1470
10,0268(brokerage business),18932,9657,10,0275(brokerage business),3441,623,10,0059(brokerage business),4911,952
11,0186(brokerage business),16993,9251,11,0034(brokerage business),3294,938,11,0139(brokerage business),3497,-248
12,0034(brokerage business),16140,6923,12,0096(brokerage business),3264,-29,12,0123(brokerage business),3285,-143
13,0308(brokerage business),14529,8035,13,0069(brokerage business),2931,923,13,0003(brokerage business),3142,-542
14,0123(brokerage business),14429,1244,14,0268(brokerage business),2903,295,14,0009(brokerage business),3114,-399
15,0298(brokerage business),12411,5905,15,0059(brokerage business),2746,-334,15,0275(brokerage business),2987,-247
16,0059(brokerage business),10280,5631,16,0001(brokerage business),2623,-61,16,0323(brokerage business),2929,-156
17,0323(brokerage business),9888,3940,17,0288(brokerage business),2444,264,17,0069(brokerage business),2911,81
18,0009(brokerage business),9856,6346,18,0335(brokerage business),2314,-917,18,0169(brokerage business),2375,-141
19,0137(brokerage business),8817,4416,19,0082(brokerage business),2226,-263,19,0316(brokerage business),2268,223
20,0274(brokerage business),8397,3881,20,0308(brokerage business),2201,80,20,0081(brokerage business),2004,124
Total,,581019,243260,Total,,94004,-7824,Total,,117210,-5194
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2607,,,,,,,,,,2026-05-07,
1,0004(brokerage business),26574,11497,1,0148(brokerage business),15081,91,1,0004(brokerage business),12882,962
2,0148(brokerage business),14778,3454,2,0096(brokerage business),5940,558,2,0082(brokerage business),8433,-347
3,0163(brokerage business),11286,5791,3,0163(brokerage business),4850,-72,3,0272(brokerage business),6888,114
4,0081(brokerage business),9446,1270,4,0004(brokerage business),4632,-78,4,0268(brokerage business),4332,756
5,0123(brokerage business),8712,3254,5,0268(brokerage business),4448,679,5,0163(brokerage business),4277,450
6,0253(brokerage business),7247,2464,6,0253(brokerage business),4259,-104,6,0148(brokerage business),4180,-17
7,0275(brokerage business),5850,971,7,0103(brokerage business),3998,-830,7,0139(brokerage business),3603,-1
8,0259(brokerage business),5560,3099,8,0034(brokerage business),2277,-196,8,0103(brokerage business),2172,-104
9,0059(brokerage business),3743,2038,9,0082(brokerage business),2078,46,9,0081(brokerage business),1979,63
10,0240(brokerage business),3220,1623,10,0277(brokerage business),1749,637,10,0240(brokerage business),1901,-346
11,0272(brokerage business),3220,768,11,0081(brokerage business),1545,-19,11,0059(brokerage business),1890,351
12,0308(brokerage business),2565,1901,12,0123(brokerage business),1539,-102,12,0003(brokerage business),1655,-52
13,0103(brokerage business),2428,840,13,0272(brokerage business),1303,-56,13,0123(brokerage business),1578,-128
14,0009(brokerage business),2394,1111,14,0059(brokerage business),1300,150,14,0253(brokerage business),1512,79
15,0018(brokerage business),2354,1337,15,0139(brokerage business),1257,25,15,0022(brokerage business),1505,-13
16,0268(brokerage business),2317,1370,16,0335(brokerage business),1151,-564,16,0316(brokerage business),1501,115
17,0034(brokerage business),1921,648,17,0018(brokerage business),1063,758,17,0042(brokerage business),1233,-7
18,0043(brokerage business),1913,924,18,0333(brokerage business),916,108,18,0009(brokerage business),1129,360
19,0058(brokerage business),1912,-77,19,0178(brokerage business),884,209,19,0323(brokerage business),1025,15
20,0277(brokerage business),1236,1189,20,0067(brokerage business),876,80,20,0275(brokerage business),988,65
Total,,118676,45472,Total,,61146,1320,Total,,64663,2315
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2608,,,,,,,,,,2026-05-07,
1,0004(brokerage business),5922,2862,1,0148(brokerage business),5417,156,1,0004(brokerage business),6366,224
2,0148(brokerage business),3419,1329,2,0096(brokerage business),4674,-475,2,0082(brokerage business),4604,3
3,0163(brokerage business),2873,593,3,0163(brokerage business),2804,88,3,0042(brokerage business),2981,-13
4,0081(brokerage business),1990,474,4,0004(brokerage business),2683,560,4,0163(brokerage business),2479,-43
5,0123(brokerage business),1871,390,5,0103(brokerage business),2132,59,5,0148(brokerage business),1861,63
6,0253(brokerage business),1146,414,6,0123(brokerage business),1387,53,6,0272(brokerage business),1827,-38
7,0275(brokerage business),1045,-64,7,0320(brokerage business),1246,-53,7,0316(brokerage business),1400,166
8,0018(brokerage business),1022,-79,8,0268(brokerage business),1189,85,8,0123(brokerage business),1256,-42
9,0308(brokerage business),977,197,9,0081(brokerage business),1157,64,9,0103(brokerage business),1221,-7
10,0096(brokerage business),952,704,10,0308(brokerage business),1007,-87,10,0081(brokerage business),1141,0
11,0240(brokerage business),837,554,11,0082(brokerage business),1003,-7,11,0268(brokerage business),1025,92
12,0034(brokerage business),731,-11,12,0059(brokerage business),753,20,12,0096(brokerage business),900,-7
13,0103(brokerage business),668,74,13,0253(brokerage business),607,105,13,0022(brokerage business),799,0
14,0259(brokerage business),545,160,14,0272(brokerage business),416,71,14,0059(brokerage business),708,20
15,0272(brokerage business),545,16,15,0009(brokerage business),398,0,15,0253(brokerage business),578,173
16,0042(brokerage business),515,126,16,0295(brokerage business),390,30,16,0331(brokerage business),400,0
17,0043(brokerage business),348,83,17,0029(brokerage business),348,4,17,0244(brokerage business),327,-2
18,0268(brokerage business),311,84,18,0018(brokerage business),346,218,18,0034(brokerage business),226,-30
19,0161(brokerage business),292,191,19,0333(brokerage business),304,0,19,0320(brokerage business),159,-2
20,0372(brokerage business),241,95,20,0038(brokerage business),233,3,20,0043(brokerage business),147,137
Total,,26250,8192,Total,,28494,894,Total,,30405,694
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ni2609,,,,,,,,,,2026-05-07,
1,0004(brokerage business),18300,8600,1,0148(brokerage business),10593,976,1,0004(brokerage business),12530,195
2,0148(brokerage business),8265,4221,2,0082(brokerage business),5688,347,2,0272(brokerage business),11965,2484
3,0123(brokerage business),7499,3566,3,0096(brokerage business),4579,426,3,0148(brokerage business),8810,459
4,0275(brokerage business),6822,2790,4,0004(brokerage business),3721,-253,4,0082(brokerage business),3855,-10
5,0163(brokerage business),5436,2034,5,0034(brokerage business),2335,354,5,0240(brokerage business),2860,790
6,0272(brokerage business),5145,1442,6,0052(brokerage business),2317,87,6,0253(brokerage business),2196,64
7,0240(brokerage business),5007,3312,7,0178(brokerage business),1987,468,7,0096(brokerage business),2120,-64
8,0081(brokerage business),4866,2177,8,0272(brokerage business),1685,355,8,0059(brokerage business),1804,26
9,0259(brokerage business),3602,2083,9,0121(brokerage business),1207,126,9,0239(brokerage business),1293,372
10,0253(brokerage business),3307,1696,10,0268(brokerage business),1205,57,10,0029(brokerage business),1164,1
11,0103(brokerage business),3224,2789,11,0163(brokerage business),1168,82,11,0308(brokerage business),1037,226
12,0059(brokerage business),2554,1780,12,0385(brokerage business),1117,1012,12,0157(brokerage business),957,-1988
13,0157(brokerage business),2459,1441,13,0320(brokerage business),1046,238,13,0103(brokerage business),901,33
14,0335(brokerage business),1994,1761,14,0311(brokerage business),1028,15,14,0058(brokerage business),892,261
15,0009(brokerage business),1836,1380,15,0123(brokerage business),876,3,15,0052(brokerage business),867,-5
16,0034(brokerage business),1709,793,16,0240(brokerage business),768,67,16,0153(brokerage business),857,-4
17,0042(brokerage business),1479,1171,17,0253(brokerage business),706,7,17,0244(brokerage business),801,410
18,0308(brokerage business),1463,531,18,0103(brokerage business),629,-2153,18,0042(brokerage business),791,39
19,0268(brokerage business),1295,310,19,0186(brokerage business),608,41,19,0069(brokerage business),739,52
20,0178(brokerage business),1291,1077,20,0277(brokerage business),584,61,20,0163(brokerage business),669,348
Total,,87553,44954,Total,,43847,2316,Total,,57108,3689
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：snall,,,,,,,2026-05-07,,,,
Name of FF Member/OSBP,804050,346140,Name of FF Member/OSBP,91401,7932,Name of FF Member/OSBP,91157,7932,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,180,0,Name of Non-FF Member/OSNBP,424,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2605,,,,,,,,,,2026-05-07,
1,0058(brokerage business),444,57,1,0004(brokerage business),1024,-42,1,0004(brokerage business),1044,-10
2,0148(brokerage business),354,-156,2,0148(brokerage business),634,28,2,0042(brokerage business),988,-12
3,0163(brokerage business),304,54,3,0058(brokerage business),248,56,3,0148(brokerage business),836,-18
4,0059(brokerage business),274,208,4,0253(brokerage business),216,-2,4,0272(brokerage business),374,-4
5,0268(brokerage business),216,122,5,0069(brokerage business),200,4,5,0153(brokerage business),120,-6
6,0042(brokerage business),204,-116,6,0163(brokerage business),150,18,6,0161(brokerage business),108,-6
7,0004(brokerage business),192,-29,7,0311(brokerage business),146,0,7,0320(brokerage business),62,58
8,0043(brokerage business),174,168,8,0049(brokerage business),128,-10,8,0163(brokerage business),60,-54
9,0123(brokerage business),162,-22,9,0272(brokerage business),120,-18,9,0043(brokerage business),40,40
10,0272(brokerage business),162,18,10,0048(brokerage business),118,0,10,0009(brokerage business),30,0
11,0271(brokerage business),150,36,11,0009(brokerage business),116,-4,11,0069(brokerage business),26,-4
12,0034(brokerage business),148,-107,12,0240(brokerage business),114,-8,12,0137(brokerage business),22,20
13,0275(brokerage business),146,-58,13,0082(brokerage business),100,0,13,0048(brokerage business),20,0
14,0259(brokerage business),136,28,14,0123(brokerage business),72,-8,14,0008(brokerage business),18,0
15,0274(brokerage business),88,-76,15,0018(brokerage business),58,0,15,0298(brokerage business),16,-4
16,0308(brokerage business),62,-8,16,0051(brokerage business),52,0,16,0034(brokerage business),14,-26
17,0320(brokerage business),58,-14,17,0308(brokerage business),52,0,17,0038(brokerage business),14,0
18,0157(brokerage business),52,52,18,0153(brokerage business),50,-10,18,0059(brokerage business),12,-22
19,0151(brokerage business),50,-2,19,0316(brokerage business),48,0,19,0055(brokerage business),10,0
20,0385(brokerage business),48,-38,20,0034(brokerage business),44,42,20,0178(brokerage business),10,0
Total,,3424,117,Total,,3690,46,Total,,3824,-48
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2606,,,,,,,,,,2026-05-07,
1,0004(brokerage business),89176,28958,1,0004(brokerage business),5581,82,1,0148(brokerage business),5172,564
2,0148(brokerage business),50161,14997,2,0148(brokerage business),4224,217,2,0004(brokerage business),5061,250
3,0163(brokerage business),30274,12734,3,0163(brokerage business),3115,-282,3,0272(brokerage business),2768,-171
4,0240(brokerage business),26647,11297,4,0103(brokerage business),2172,388,4,0163(brokerage business),2467,-118
5,0272(brokerage business),23841,11547,5,0059(brokerage business),1939,-13,5,0268(brokerage business),2404,426
6,0253(brokerage business),18384,8231,6,0253(brokerage business),1433,209,6,0240(brokerage business),2136,139
7,0186(brokerage business),17876,11963,7,0272(brokerage business),1395,32,7,0034(brokerage business),1892,149
8,0298(brokerage business),16777,10352,8,0335(brokerage business),1260,26,8,0007(brokerage business),1678,18
9,0271(brokerage business),16525,7245,9,0268(brokerage business),1130,146,9,0153(brokerage business),1594,171
10,0081(brokerage business),15537,4734,10,0288(brokerage business),1103,17,10,0042(brokerage business),1314,-17
11,0308(brokerage business),14948,9920,11,0323(brokerage business),1078,300,11,0275(brokerage business),1265,341
12,0268(brokerage business),14946,7378,12,0034(brokerage business),1053,22,12,0096(brokerage business),1237,52
13,0275(brokerage business),14833,5255,13,0139(brokerage business),938,109,13,0049(brokerage business),1107,38
14,0259(brokerage business),12182,3454,14,0240(brokerage business),915,-226,14,0082(brokerage business),944,115
15,0034(brokerage business),12129,6110,15,0081(brokerage business),861,-162,15,0059(brokerage business),910,26
16,0019(brokerage business),9812,4585,16,0042(brokerage business),812,235,16,0320(brokerage business),815,-81
17,0059(brokerage business),8881,3655,17,0096(brokerage business),754,-59,17,0253(brokerage business),779,119
18,0323(brokerage business),8811,2796,18,0082(brokerage business),724,56,18,0139(brokerage business),702,56
19,0274(brokerage business),7363,3058,19,0007(brokerage business),695,-17,19,0058(brokerage business),699,113
20,0151(brokerage business),7100,3939,20,0077(brokerage business),628,279,20,0311(brokerage business),672,66
Total,,416203,172208,Total,,31810,1359,Total,,35616,2256
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：sn2607,,,,,,,,,,2026-05-07,
1,0004(brokerage business),27836,9953,1,0004(brokerage business),3108,434,1,0240(brokerage business),3804,888
2,0148(brokerage business),16747,6994,2,0148(brokerage business),1931,-202,2,0272(brokerage business),2515,159
3,0253(brokerage business),7631,3157,3,0103(brokerage business),1622,623,3,0148(brokerage business),1550,161
4,0081(brokerage business),7573,3223,4,0153(brokerage business),1094,7,4,0004(brokerage business),1542,292
5,0240(brokerage business),6770,3340,5,0239(brokerage business),1062,98,5,0163(brokerage business),1253,45
6,0163(brokerage business),5719,2738,6,0163(brokerage business),1043,32,6,0042(brokerage business),1241,-213
7,0259(brokerage business),4441,2056,7,0253(brokerage business),833,208,7,0096(brokerage business),936,145
8,0275(brokerage business),3502,1045,8,0268(brokerage business),713,-77,8,0139(brokerage business),701,76
9,0272(brokerage business),3386,375,9,0335(brokerage business),623,170,9,0157(brokerage business),540,125
10,0059(brokerage business),2305,1430,10,0157(brokerage business),511,3,10,0077(brokerage business),434,7
11,0308(brokerage business),1799,1112,11,0082(brokerage business),479,54,11,0299(brokerage business),426,20
12,0042(brokerage business),1691,1090,12,0049(brokerage business),471,-125,12,0034(brokerage business),388,108
13,0268(brokerage business),1552,871,13,0084(brokerage business),431,57,13,0123(brokerage business),306,65
14,0298(brokerage business),1408,989,14,0272(brokerage business),391,61,14,0049(brokerage business),298,25
15,0271(brokerage business),1390,212,15,0096(brokerage business),366,30,15,0059(brokerage business),297,-32
16,0123(brokerage business),1261,594,16,0042(brokerage business),346,210,16,0006(brokerage business),289,24
17,0186(brokerage business),1152,895,17,0125(brokerage business),278,1,17,0275(brokerage business),246,177
18,0009(brokerage business),1106,806,18,0274(brokerage business),257,127,18,0320(brokerage business),237,175
19,0161(brokerage business),1068,426,19,0277(brokerage business),257,11,19,0082(brokerage business),214,31
20,0103(brokerage business),1058,247,20,0077(brokerage business),243,203,20,0315(brokerage business),208,13
Total,,99395,41553,Total,,16059,1925,Total,,17425,2291
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：aoall,,,,,,,2026-05-07,,,,
Name of FF Member/OSBP,768448,217398,Name of FF Member/OSBP,476205,13041,Name of FF Member/OSBP,476205,14241,,,
Name of Non-FF Member/OSNBP,1200,1200,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,-1200,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2605,,,,,,,,,,2026-05-07,
1,0148(brokerage business),660,284,1,0034(brokerage business),420,-165,1,0148(brokerage business),1260,-270
2,0059(brokerage business),480,-587,2,0004(brokerage business),375,15,2,0136(brokerage business),675,0
3,0019(brokerage business),390,330,3,0163(brokerage business),345,-60,3,0268(brokerage business),465,-60
4,0171(brokerage business),375,345,4,0148(brokerage business),300,270,4,0004(brokerage business),420,-105
5,0151(brokerage business),345,-165,5,0319(brokerage business),240,0,5,0082(brokerage business),345,0
6,0029(brokerage business),225,225,6,0288(brokerage business),225,-15,6,0163(brokerage business),225,-75
7,0272(brokerage business),225,133,7,0103(brokerage business),165,-30,7,0123(brokerage business),135,-120
8,0004(brokerage business),210,-135,8,0275(brokerage business),135,-60,8,0141(brokerage business),135,-45
9,0298(brokerage business),195,179,9,0013(brokerage business),120,0,9,0009(brokerage business),105,0
10,0034(brokerage business),165,21,10,0121(brokerage business),120,45,10,0253(brokerage business),105,0
11,0123(brokerage business),165,75,11,0151(brokerage business),120,-45,11,0277(brokerage business),90,-60
12,0163(brokerage business),165,-90,12,0268(brokerage business),120,-15,12,0034(brokerage business),75,0
13,0277(brokerage business),165,75,13,0277(brokerage business),120,105,13,0310(brokerage business),60,0
14,0385(brokerage business),165,90,14,0095(brokerage business),105,-15,14,0338(brokerage business),60,0
15,0043(brokerage business),135,128,15,0123(brokerage business),105,-15,15,0007(brokerage business),45,0
16,0274(brokerage business),135,29,16,0298(brokerage business),105,-195,16,0171(brokerage business),45,-375
17,0186(brokerage business),120,119,17,0308(brokerage business),105,-60,17,0030(brokerage business),15,0
18,0271(brokerage business),120,-31,18,0249(brokerage business),90,0,18,0067(brokerage business),15,0
19,0121(brokerage business),75,44,19,0372(brokerage business),90,0,19,0137(brokerage business),15,0
20,0268(brokerage business),75,16,20,0081(brokerage business),75,0,20,,,
Total,,4590,1085,Total,,3480,-240,Total,,4290,-1110
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2606,,,,,,,,,,2026-05-07,
1,0004(brokerage business),6560,1863,1,0082(brokerage business),3427,-13,1,0004(brokerage business),5565,-451
2,0163(brokerage business),6145,1367,2,0004(brokerage business),3315,95,2,0103(brokerage business),4234,531
3,0148(brokerage business),6130,1494,3,0163(brokerage business),2697,163,3,0148(brokerage business),3802,213
4,0081(brokerage business),2495,666,4,0148(brokerage business),2516,-3,4,0272(brokerage business),2698,-255
5,0275(brokerage business),2259,-772,5,0253(brokerage business),2266,114,5,0163(brokerage business),2405,38
6,0272(brokerage business),1803,405,6,0272(brokerage business),2237,-328,6,0123(brokerage business),2117,-13
7,0253(brokerage business),1536,80,7,0034(brokerage business),1978,-47,7,0136(brokerage business),1824,-7
8,0123(brokerage business),1431,796,8,0323(brokerage business),1767,27,8,0268(brokerage business),1798,66
9,0268(brokerage business),1126,529,9,0042(brokerage business),1705,271,9,0139(brokerage business),1752,70
10,0298(brokerage business),1048,319,10,0268(brokerage business),1526,-134,10,0069(brokerage business),1743,32
11,0240(brokerage business),906,-425,11,0161(brokerage business),1455,-7,11,0096(brokerage business),1652,211
12,0059(brokerage business),872,155,12,0288(brokerage business),1336,-36,12,0335(brokerage business),1311,103
13,0103(brokerage business),838,307,13,0009(brokerage business),1311,2,13,0137(brokerage business),1259,37
14,0034(brokerage business),716,218,14,0240(brokerage business),1299,11,14,0277(brokerage business),1223,40
15,0096(brokerage business),683,-252,15,0308(brokerage business),1276,85,15,0253(brokerage business),1209,-234
16,0335(brokerage business),614,404,16,0298(brokerage business),1220,6,16,0151(brokerage business),1177,13
17,0161(brokerage business),589,157,17,0312(brokerage business),1073,43,17,0171(brokerage business),1157,375
18,0259(brokerage business),565,377,18,0069(brokerage business),779,80,18,0067(brokerage business),1102,196
19,0042(brokerage business),563,356,19,0123(brokerage business),775,42,19,0321(brokerage business),1020,-270
20,0043(brokerage business),512,317,20,0338(brokerage business),764,-33,20,0339(brokerage business),1017,-4
Total,,37391,8361,Total,,34722,338,Total,,40065,691
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2607,,,,,,,,,,2026-05-07,
1,0004(brokerage business),4538,3802,1,0268(brokerage business),5438,663,1,0004(brokerage business),8060,-449
2,0163(brokerage business),3336,1353,2,0323(brokerage business),4686,48,2,0103(brokerage business),4638,1872
3,0148(brokerage business),2440,1350,3,0151(brokerage business),4182,0,3,0323(brokerage business),4516,2
4,0272(brokerage business),2182,1403,4,0253(brokerage business),3895,32,4,0253(brokerage business),4215,30
5,0103(brokerage business),1920,1849,5,0042(brokerage business),3564,-242,5,0151(brokerage business),4031,2
6,0081(brokerage business),1878,350,6,0272(brokerage business),3330,433,6,0148(brokerage business),3462,209
7,0240(brokerage business),1440,443,7,0161(brokerage business),3267,-4,7,0042(brokerage business),3447,-214
8,0268(brokerage business),1353,444,8,0082(brokerage business),3052,3,8,0268(brokerage business),3168,98
9,0123(brokerage business),1281,797,9,0240(brokerage business),2793,-1,9,0161(brokerage business),3017,-11
10,0253(brokerage business),1092,636,10,0004(brokerage business),2467,163,10,0240(brokerage business),2520,17
11,0178(brokerage business),1091,526,11,0277(brokerage business),2061,0,11,0163(brokerage business),2113,101
12,0059(brokerage business),1079,644,12,0148(brokerage business),1942,293,12,0123(brokerage business),2102,80
13,0335(brokerage business),816,722,13,0178(brokerage business),1821,145,13,0069(brokerage business),1990,139
14,0275(brokerage business),805,349,14,0163(brokerage business),1805,-25,14,0178(brokerage business),1712,112
15,0298(brokerage business),805,641,15,0136(brokerage business),1798,9,15,0096(brokerage business),1659,-10
16,0259(brokerage business),648,602,16,0103(brokerage business),1087,2,16,0274(brokerage business),1335,-21
17,0311(brokerage business),618,556,17,0048(brokerage business),1079,2,17,0335(brokerage business),1066,653
18,0009(brokerage business),535,110,18,0096(brokerage business),946,10,18,0048(brokerage business),942,-28
19,0161(brokerage business),523,191,19,0049(brokerage business),930,-4,19,0327(brokerage business),820,0
20,0042(brokerage business),480,267,20,0034(brokerage business),803,58,20,0018(brokerage business),818,-1
Total,,28860,17035,Total,,50946,1585,Total,,55631,2581
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ao2609,,,,,,,,,,2026-05-07,
1,0148(brokerage business),79090,31627,1,0082(brokerage business),16493,-290,1,0004(brokerage business),38341,-524
