"SHFE Member/OSP Volume, Open Interest Rankings",,,,,,,,,,,
,,,,,,,,,,,
Date: 2026-09-11,,,,,,,,,,,
"Note: FF Member/OSBP may not engage in trading of its own futures, the above volume and positions ranking data of FF Member/OSBP Clearing Members refers to he participation of all clients who are engaging in brokerage business during the statistical period. FF Member/OSBP engaging in brokerage business shall accept entrustment by its clients to conduct futures trading in its own name on behalf of the client.",,,,,,,,,,,
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
16,0268(brokerage business),5940,-736,16,0042(brokerage business),951,430,16,0009(brokerage business),344,-73
17,0161(brokerage business),4691,-1060,17,0034(brokerage business),923,231,17,0058(brokerage business),326,180
18,0034(brokerage business),4565,-21,18,0151(brokerage business),898,-10,18,0239(brokerage business),323,323
19,0137(brokerage business),4530,-1343,19,0268(brokerage business),880,-42,19,0311(brokerage business),289,-5
20,0238(brokerage business),4491,-73,20,0025(brokerage business),836,408,20,0059(brokerage business),255,66
Total,,346667,-47026,Total,,43255,4458,Total,,50808,4834
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：rball,,,,,,,2026-09-11,,,,
Name of FF Member/OSBP,2269750,398964,Name of FF Member/OSBP,2749348,-21553,Name of FF Member/OSBP,2749348,-21553,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2609,,,,,,,,,,2026-09-11,
1,0004(brokerage business),150,150,1,0008(brokerage business),870,0,1,0007(brokerage business),600,-30
2,0067(brokerage business),150,150,2,0163(brokerage business),600,0,2,0004(brokerage business),450,-30
3,0007(brokerage business),30,30,3,0004(brokerage business),120,120,3,0277(brokerage business),330,0
4,0240(brokerage business),30,-270,4,0159(brokerage business),120,0,4,0253(brokerage business),240,0
5,0268(brokerage business),30,30,5,,,,5,0272(brokerage business),30,0
6,0323(brokerage business),30,30,6,,,,6,0274(brokerage business),30,0
7,,,,7,,,,7,0275(brokerage business),30,0
Total,,420,120,Total,,1710,120,Total,,1710,-60
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2610,,,,,,,,,,2026-09-11,
1,0004(brokerage business),40245,3188,1,0004(brokerage business),49325,-1826,1,0004(brokerage business),50969,-7903
2,0163(brokerage business),31097,-6986,2,0163(brokerage business),24659,-785,2,0163(brokerage business),35512,-600
3,0148(brokerage business),23945,3444,3,0148(brokerage business),24433,-295,3,0148(brokerage business),28067,-748
4,0253(brokerage business),15071,-3713,4,0272(brokerage business),13762,-669,4,0103(brokerage business),26505,-4814
5,0275(brokerage business),10887,-4576,5,0103(brokerage business),13087,-2704,5,0034(brokerage business),24873,674
6,0103(brokerage business),10676,3592,6,0275(brokerage business),11153,-133,6,0096(brokerage business),16436,866
7,0081(brokerage business),8100,1483,7,0058(brokerage business),11068,497,7,0275(brokerage business),16127,-798
8,0034(brokerage business),5108,618,8,0009(brokerage business),10420,-1095,8,0253(brokerage business),13182,-1670
9,0272(brokerage business),4739,487,9,0178(brokerage business),9890,-325,9,0123(brokerage business),11901,-873
10,0125(brokerage business),4720,2839,10,0082(brokerage business),8927,-368,10,0272(brokerage business),10794,-1246
11,0077(brokerage business),4235,2129,11,0123(brokerage business),8671,-564,11,0058(brokerage business),9474,81
12,0240(brokerage business),4138,-3759,12,0069(brokerage business),8361,-229,12,0042(brokerage business),9289,-3
13,0186(brokerage business),4041,1378,13,0253(brokerage business),8255,-1551,13,0059(brokerage business),8833,-1331
14,0096(brokerage business),3870,1899,14,0059(brokerage business),7675,-55,14,0274(brokerage business),7544,-1018
15,0059(brokerage business),3546,707,15,0034(brokerage business),7022,-708,15,0306(brokerage business),7203,-4
16,0259(brokerage business),3486,-3511,16,0125(brokerage business),6987,-3564,16,0238(brokerage business),6974,-26
17,0058(brokerage business),3116,691,17,0137(brokerage business),6068,-1048,17,0418(brokerage business),6902,-235
18,0082(brokerage business),2913,312,18,0096(brokerage business),6033,64,18,0178(brokerage business),6822,-517
19,0123(brokerage business),2513,167,19,0274(brokerage business),5570,48,19,0125(brokerage business),6529,616
20,0042(brokerage business),2494,-907,20,0323(brokerage business),5480,-1335,20,0259(brokerage business),6450,-1175
Total,,188940,-518,Total,,246846,-16645,Total,,310386,-20724
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2611,,,,,,,,,,2026-09-11,
1,0163(brokerage business),7152,-107,1,0323(brokerage business),54492,141,1,0323(brokerage business),52672,-12
2,0004(brokerage business),4193,-70,2,0004(brokerage business),34487,-333,2,0148(brokerage business),33016,-717
3,0148(brokerage business),4145,2077,3,0148(brokerage business),30621,-218,3,0004(brokerage business),30731,412
4,0253(brokerage business),3186,-1435,4,0163(brokerage business),30232,810,4,0151(brokerage business),28881,76
5,0082(brokerage business),2117,-1330,5,0253(brokerage business),29814,-677,5,0253(brokerage business),28360,199
6,0081(brokerage business),2084,-467,6,0151(brokerage business),26522,249,6,0163(brokerage business),27281,96
7,0312(brokerage business),1812,1810,7,0268(brokerage business),18319,-109,7,0272(brokerage business),18184,255
8,0103(brokerage business),1794,660,8,0272(brokerage business),18225,540,8,0082(brokerage business),18040,-55
9,0069(brokerage business),1628,617,9,0082(brokerage business),18022,-2,9,0081(brokerage business),17696,-381
10,0153(brokerage business),1475,1364,10,0081(brokerage business),17998,-327,10,0268(brokerage business),17005,-145
11,0272(brokerage business),1269,80,11,0069(brokerage business),15711,1,11,0069(brokerage business),15949,-71
12,0159(brokerage business),1093,1089,12,0139(brokerage business),12641,-380,12,0139(brokerage business),12612,-410
13,0268(brokerage business),1020,-18,13,0103(brokerage business),9467,118,13,0096(brokerage business),10556,121
14,0244(brokerage business),827,656,14,0096(brokerage business),6826,51,14,0034(brokerage business),9278,33
15,0139(brokerage business),818,-670,15,0244(brokerage business),6255,-347,15,0103(brokerage business),9200,-372
16,0009(brokerage business),710,198,16,0019(brokerage business),5994,125,16,0275(brokerage business),8635,-11
17,0177(brokerage business),696,592,17,0372(brokerage business),5842,-39,17,0244(brokerage business),6114,-308
18,0042(brokerage business),667,525,18,0259(brokerage business),3545,3,18,0019(brokerage business),3938,0
19,0096(brokerage business),652,-1426,19,0263(brokerage business),2634,0,19,0042(brokerage business),3758,17
20,0151(brokerage business),645,-411,20,0275(brokerage business),2264,403,20,0077(brokerage business),3639,-62
Total,,37983,3734,Total,,349911,9,Total,,355545,-1335
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2701,,,,,,,,,,2026-09-11,
1,0004(brokerage business),215674,34831,1,0148(brokerage business),230690,499,1,0004(brokerage business),169855,-4124
2,0148(brokerage business),201623,-275,2,0004(brokerage business),138143,-462,2,0148(brokerage business),99775,-7598
3,0163(brokerage business),186688,58454,3,0163(brokerage business),77251,1705,3,0239(brokerage business),99644,5593
4,0253(brokerage business),134558,36650,4,0272(brokerage business),76132,-7382,4,0103(brokerage business),91483,-5145
5,0272(brokerage business),120482,50758,5,0253(brokerage business),67600,3610,5,0163(brokerage business),76557,-3633
6,0275(brokerage business),75500,27329,6,0034(brokerage business),64176,-2703,6,0082(brokerage business),52675,-2294
7,0103(brokerage business),64403,26379,7,0103(brokerage business),55422,-21582,7,0272(brokerage business),48035,2968
8,0034(brokerage business),54643,23774,8,0268(brokerage business),38196,1154,8,0007(brokerage business),46767,-1941
9,0259(brokerage business),48032,21030,9,0059(brokerage business),37176,4142,9,0058(brokerage business),39984,-2635
10,0323(brokerage business),42758,32260,10,0042(brokerage business),35744,4610,10,0253(brokerage business),38914,706
11,0059(brokerage business),38169,4932,11,0274(brokerage business),32970,-245,11,0059(brokerage business),37982,1985
12,0274(brokerage business),28312,4283,12,0123(brokerage business),29513,10377,12,0274(brokerage business),35233,301
13,0240(brokerage business),26886,6953,13,0009(brokerage business),26936,5208,13,0084(brokerage business),35190,-226
14,0186(brokerage business),25813,-20,14,0240(brokerage business),26873,-1071,14,0277(brokerage business),33683,-288
15,0268(brokerage business),23400,607,15,0096(brokerage business),25994,1664,15,0034(brokerage business),30852,5358
16,0123(brokerage business),23141,6937,16,0058(brokerage business),24902,2765,16,0123(brokerage business),28857,242
17,0081(brokerage business),20525,-5140,17,0125(brokerage business),24162,7689,17,0275(brokerage business),28716,429
18,0335(brokerage business),20108,11422,18,0186(brokerage business),21516,4087,18,0335(brokerage business),27139,12957
19,0042(brokerage business),18649,10799,19,0069(brokerage business),21364,124,19,0003(brokerage business),23686,-2489
20,0308(brokerage business),18316,7153,20,0151(brokerage business),19830,1694,20,0125(brokerage business),22312,-3457
Total,,1387680,359116,Total,,1074590,15883,Total,,1067339,-3291
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：rb2703,,,,,,,,,,2026-09-11,
1,0163(brokerage business),14944,-2221,1,0323(brokerage business),39824,-11,1,0323(brokerage business),39602,6
2,0004(brokerage business),6595,-748,2,0253(brokerage business),23191,119,2,0253(brokerage business),23031,232
3,0148(brokerage business),6261,-126,3,0274(brokerage business),20153,-34,3,0274(brokerage business),20789,2
4,0082(brokerage business),4666,959,4,0082(brokerage business),18025,-7,4,0082(brokerage business),18066,3
5,0123(brokerage business),3735,3324,5,0004(brokerage business),16205,1335,5,0004(brokerage business),15879,292
6,0096(brokerage business),3547,-1617,6,0151(brokerage business),15952,199,6,0151(brokerage business),15718,190
7,0275(brokerage business),2643,1696,7,0163(brokerage business),15571,-252,7,0163(brokerage business),15700,100
8,0081(brokerage business),2615,354,8,0103(brokerage business),15316,-4,8,0103(brokerage business),15433,0
9,0069(brokerage business),1549,693,9,0268(brokerage business),15158,509,9,0268(brokerage business),15191,519
10,0272(brokerage business),1492,-320,10,0081(brokerage business),14024,1069,10,0081(brokerage business),13997,1066
11,0268(brokerage business),1292,147,11,0139(brokerage business),13004,423,11,0139(brokerage business),12934,393
12,0151(brokerage business),1281,-1028,12,0272(brokerage business),12259,690,12,0272(brokerage business),12011,676
13,0253(brokerage business),1087,-2842,13,0148(brokerage business),10789,423,13,0148(brokerage business),11776,930
14,0103(brokerage business),966,135,14,0096(brokerage business),8395,-64,14,0096(brokerage business),8525,89
15,0311(brokerage business),886,-588,15,0069(brokerage business),8108,715,15,0069(brokerage business),8015,686
16,0139(brokerage business),826,-77,16,0238(brokerage business),5637,2,16,0238(brokerage business),5605,1
17,0323(brokerage business),593,-229,17,0138(brokerage business),4209,-8,17,0138(brokerage business),4001,-3
18,0169(brokerage business),464,401,18,0254(brokerage business),3041,111,18,0254(brokerage business),3031,100
19,0178(brokerage business),383,342,19,0019(brokerage business),2921,79,19,0019(brokerage business),2927,129
20,0007(brokerage business),361,-26,20,0259(brokerage business),2645,0,20,0259(brokerage business),2617,-1
Total,,56186,-1771,Total,,264427,5294,Total,,264848,5410
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：hcall,,,,,,,2026-09-11,,,,
Name of FF Member/OSBP,1462538,629250,Name of FF Member/OSBP,2029485,-116575,Name of FF Member/OSBP,2029485,-116575,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2609,,,,,,,,,,2026-09-11,
1,0004(brokerage business),60,60,1,0004(brokerage business),960,30,1,0004(brokerage business),1620,30
2,0103(brokerage business),30,30,2,0151(brokerage business),720,0,2,0008(brokerage business),870,0
3,0311(brokerage business),30,30,3,0076(brokerage business),660,0,3,0159(brokerage business),480,0
4,,,,4,0125(brokerage business),540,0,4,0171(brokerage business),210,0
5,,,,5,0067(brokerage business),360,0,5,0067(brokerage business),180,0
6,,,,6,0148(brokerage business),210,0,6,0125(brokerage business),150,0
7,,,,7,0277(brokerage business),120,0,7,0042(brokerage business),120,0
8,,,,8,0103(brokerage business),30,-30,8,0019(brokerage business),60,0
9,,,,9,0163(brokerage business),30,0,9,,,
10,,,,10,0272(brokerage business),30,0,10,,,
11,,,,11,0311(brokerage business),30,30,11,,,
Total,,120,120,Total,,3690,30,Total,,3690,30
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2610,,,,,,,,,,2026-09-11,
1,0004(brokerage business),38773,21566,1,0004(brokerage business),43529,-16908,1,0004(brokerage business),33257,-4411
2,0163(brokerage business),34984,18556,2,0103(brokerage business),21522,-4939,2,0272(brokerage business),18239,-2424
3,0275(brokerage business),19429,16591,3,0163(brokerage business),15309,-441,3,0275(brokerage business),16839,-7505
4,0148(brokerage business),16353,7653,4,0009(brokerage business),14112,-2874,4,0058(brokerage business),15909,-3645
5,0253(brokerage business),10560,6194,5,0253(brokerage business),11026,-3034,5,0163(brokerage business),14053,-1829
6,0081(brokerage business),9067,6424,6,0272(brokerage business),10985,-1595,6,0103(brokerage business),13074,-1760
7,0103(brokerage business),7845,6449,7,0042(brokerage business),10587,-1894,7,0148(brokerage business),11146,-2777
8,0009(brokerage business),7257,3434,8,0148(brokerage business),9068,-1146,8,0042(brokerage business),8979,-1712
9,0272(brokerage business),5813,2929,9,0125(brokerage business),8040,628,9,0253(brokerage business),7702,-1764
10,0002(brokerage business),5705,5544,10,0082(brokerage business),7406,-45,10,0153(brokerage business),7653,-682
11,0240(brokerage business),4452,2424,11,0059(brokerage business),7251,-2889,11,0259(brokerage business),6945,-286
12,0042(brokerage business),4354,3701,12,0095(brokerage business),5003,-115,12,0009(brokerage business),6683,-1043
13,0059(brokerage business),4182,3540,13,0058(brokerage business),4792,-205,13,0137(brokerage business),6555,-429
14,0058(brokerage business),3938,1566,14,0240(brokerage business),4783,-215,14,0123(brokerage business),5187,-1378
15,0123(brokerage business),3218,2238,15,0123(brokerage business),4741,-22,15,0003(brokerage business),5171,-658
16,0161(brokerage business),2972,2508,16,0034(brokerage business),4209,-329,16,0096(brokerage business),4777,-383
17,0096(brokerage business),2698,1588,17,0288(brokerage business),3900,-1201,17,0125(brokerage business),4751,-1031
18,0125(brokerage business),2361,1458,18,0275(brokerage business),3836,-3304,18,0059(brokerage business),4482,-231
19,0019(brokerage business),2358,313,19,0081(brokerage business),2988,-727,19,0034(brokerage business),3978,-534
20,0077(brokerage business),2090,1506,20,0019(brokerage business),2564,-1305,20,0007(brokerage business),3470,-1731
Total,,188409,116182,Total,,195651,-42560,Total,,198850,-36213
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2611,,,,,,,,,,2026-09-11,
1,0148(brokerage business),5630,1241,1,0148(brokerage business),47428,-1222,1,0323(brokerage business),44200,-604
2,0163(brokerage business),5063,1028,2,0323(brokerage business),43720,-643,2,0240(brokerage business),37398,-209
3,0034(brokerage business),4093,38,3,0240(brokerage business),34681,212,3,0148(brokerage business),31208,68
4,0103(brokerage business),2846,-1928,4,0268(brokerage business),27277,-476,4,0004(brokerage business),28969,121
5,0004(brokerage business),2370,188,5,0004(brokerage business),26110,-29,5,0268(brokerage business),27126,-485
6,0240(brokerage business),2215,196,6,0081(brokerage business),23004,-1049,6,0081(brokerage business),23028,-1050
7,0081(brokerage business),2185,1170,7,0178(brokerage business),22187,-821,7,0178(brokerage business),22107,-409
8,0096(brokerage business),1970,-959,8,0161(brokerage business),21170,-919,8,0161(brokerage business),21070,-933
9,0161(brokerage business),1876,321,9,0253(brokerage business),18039,-373,9,0048(brokerage business),17876,-251
10,0268(brokerage business),1819,-761,10,0048(brokerage business),17873,-219,10,0253(brokerage business),17651,-364
11,0253(brokerage business),1535,-1502,11,0137(brokerage business),14532,-136,11,0137(brokerage business),14458,41
12,0323(brokerage business),1495,-647,12,0139(brokerage business),13776,-460,12,0139(brokerage business),12660,-460
13,0178(brokerage business),1230,76,13,0019(brokerage business),6223,-179,13,0019(brokerage business),6214,-199
14,0137(brokerage business),1175,386,14,0103(brokerage business),5159,0,14,0103(brokerage business),5452,-36
15,0008(brokerage business),1119,752,15,0275(brokerage business),2032,21,15,0042(brokerage business),4712,-208
16,0139(brokerage business),920,-46,16,0115(brokerage business),1750,0,16,0372(brokerage business),2967,0
17,0186(brokerage business),770,663,17,0151(brokerage business),1428,-5,17,0275(brokerage business),2449,0
18,0372(brokerage business),551,-1042,18,0163(brokerage business),1269,448,18,0259(brokerage business),1995,7
19,0019(brokerage business),546,-14,19,0271(brokerage business),1155,-11,19,0272(brokerage business),1543,208
20,0171(brokerage business),525,-82,20,0077(brokerage business),1043,-7,20,0151(brokerage business),1229,-75
Total,,39933,-922,Total,,329856,-5868,Total,,324312,-4838
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2701,,,,,,,,,,2026-09-11,
1,0163(brokerage business),152028,66613,1,0004(brokerage business),216158,184,1,0004(brokerage business),257355,-13544
2,0004(brokerage business),143978,62709,2,0148(brokerage business),140340,1393,2,0272(brokerage business),86000,-4606
3,0148(brokerage business),100710,36124,3,0042(brokerage business),125195,-3364,3,0058(brokerage business),84968,-4822
4,0253(brokerage business),57514,20028,4,0163(brokerage business),90048,7092,4,0148(brokerage business),84156,-5011
5,0272(brokerage business),57237,30607,5,0009(brokerage business),54544,2219,5,0163(brokerage business),76779,-6382
6,0275(brokerage business),53599,25674,6,0272(brokerage business),47754,-5661,6,0103(brokerage business),45932,-5944
7,0323(brokerage business),49330,38399,7,0103(brokerage business),32565,-6874,7,0275(brokerage business),32299,-2709
8,0259(brokerage business),29879,16657,8,0253(brokerage business),31171,888,8,0253(brokerage business),29754,-32
9,0034(brokerage business),29526,15081,9,0034(brokerage business),28643,-9561,9,0003(brokerage business),29686,1259
10,0103(brokerage business),28702,14718,10,0275(brokerage business),27415,1694,10,0125(brokerage business),29652,-441
11,0081(brokerage business),25416,12847,11,0058(brokerage business),26386,-9512,11,0059(brokerage business),28204,-55
12,0058(brokerage business),25332,19480,12,0268(brokerage business),24584,-1548,12,0259(brokerage business),25335,-3432
13,0096(brokerage business),23922,12377,13,0123(brokerage business),22478,1619,13,0009(brokerage business),23656,-361
14,0042(brokerage business),18634,10655,14,0139(brokerage business),20921,31,14,0096(brokerage business),23465,-2405
15,0335(brokerage business),16177,11191,15,0335(brokerage business),19343,736,15,0042(brokerage business),22087,8
16,0268(brokerage business),15700,5360,16,0277(brokerage business),17307,924,16,0019(brokerage business),19507,1038
17,0240(brokerage business),15369,7969,17,0081(brokerage business),16827,-1056,17,0034(brokerage business),19041,-4135
18,0007(brokerage business),12794,4121,18,0059(brokerage business),16458,1632,18,0123(brokerage business),18532,-2570
19,0239(brokerage business),11164,-1523,19,0082(brokerage business),16341,-735,19,0311(brokerage business),18170,1012
20,0009(brokerage business),10326,4237,20,0274(brokerage business),15026,52,20,0277(brokerage business),16555,-751
Total,,877337,413324,Total,,989504,-19847,Total,,971133,-53883
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：hc2703,,,,,,,,,,2026-09-11,
1,0163(brokerage business),6891,-1412,1,0323(brokerage business),14504,600,1,0323(brokerage business),14530,615
2,0148(brokerage business),4964,264,2,0081(brokerage business),11334,1332,2,0081(brokerage business),11401,1349
3,0323(brokerage business),3231,424,3,0253(brokerage business),9708,458,3,0268(brokerage business),9759,339
4,0081(brokerage business),2727,975,4,0268(brokerage business),9609,362,4,0253(brokerage business),9616,469
5,0275(brokerage business),2196,918,5,0004(brokerage business),9077,226,5,0004(brokerage business),8754,287
6,0178(brokerage business),1741,1187,6,0103(brokerage business),8070,500,6,0103(brokerage business),8049,507
7,0253(brokerage business),1623,-1766,7,0161(brokerage business),7536,-52,7,0161(brokerage business),7519,17
8,0103(brokerage business),1011,317,8,0148(brokerage business),6606,281,8,0148(brokerage business),5515,1013
9,0161(brokerage business),971,50,9,0240(brokerage business),5631,267,9,0240(brokerage business),5486,289
10,0240(brokerage business),864,-93,10,0139(brokerage business),5416,293,10,0139(brokerage business),5432,272
11,0137(brokerage business),861,402,11,0178(brokerage business),5256,1081,11,0137(brokerage business),3986,307
12,0004(brokerage business),821,-393,12,0137(brokerage business),3981,374,12,0178(brokerage business),3843,630
13,0268(brokerage business),797,-435,13,0048(brokerage business),3151,123,13,0048(brokerage business),3151,123
14,0312(brokerage business),790,237,14,0019(brokerage business),1695,101,14,0019(brokerage business),1696,168
15,0311(brokerage business),630,252,15,0275(brokerage business),898,-6,15,0288(brokerage business),970,6
16,0139(brokerage business),597,111,16,0254(brokerage business),896,-5,16,0275(brokerage business),904,-60
17,0151(brokerage business),582,153,17,0288(brokerage business),843,34,17,0254(brokerage business),896,0
18,0171(brokerage business),452,200,18,0271(brokerage business),605,-3,18,0008(brokerage business),702,0
19,0123(brokerage business),340,310,19,0259(brokerage business),556,-26,19,0259(brokerage business),638,43
20,0042(brokerage business),334,7,20,0082(brokerage business),536,0,20,0271(brokerage business),605,0
Total,,32423,1708,Total,,105908,5940,Total,,103452,6374
Member/OSP Type,Total Volume,Change from Previous Trading Day,Member/OSP Type,Total Long Position,Change from Previous Trading Day,Member/OSP Type,Total Short Position,Change from Previous Trading Day,,,
Contract Code：ssall,,,,,,,2026-09-11,,,,
Name of FF Member/OSBP,701208,239724,Name of FF Member/OSBP,207575,19094,Name of FF Member/OSBP,207575,19094,,,
Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,Name of Non-FF Member/OSNBP,0,0,,,
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ss2609,,,,,,,,,,2026-09-11,
1,0004(brokerage business),36,36,1,0004(brokerage business),1620,-12,1,0148(brokerage business),1236,-36
2,0069(brokerage business),36,36,2,0148(brokerage business),1488,0,2,0253(brokerage business),972,0
3,0148(brokerage business),36,24,3,0003(brokerage business),492,12,3,0004(brokerage business),516,0
4,0163(brokerage business),36,24,4,0277(brokerage business),288,36,4,0151(brokerage business),468,0
5,0277(brokerage business),36,24,5,0069(brokerage business),240,-36,5,0349(brokerage business),456,12
6,0123(brokerage business),24,24,6,0125(brokerage business),180,0,6,0163(brokerage business),360,0
7,0003(brokerage business),12,12,7,0253(brokerage business),132,0,7,0038(brokerage business),300,0
8,0240(brokerage business),12,12,8,0163(brokerage business),120,-36,8,0240(brokerage business),156,0
9,0349(brokerage business),12,0,9,0018(brokerage business),48,0,9,0372(brokerage business),60,0
10,,,,10,0076(brokerage business),48,0,10,0096(brokerage business),48,0
11,,,,11,0268(brokerage business),24,0,11,0009(brokerage business),36,0
12,,,,12,0240(brokerage business),12,12,12,0338(brokerage business),36,0
13,,,,13,,,,13,0103(brokerage business),24,0
14,,,,14,,,,14,0316(brokerage business),24,0
Total,,240,192,Total,,4692,-24,Total,,4692,-24
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ss2610,,,,,,,,,,2026-09-11,
1,0163(brokerage business),88585,33422,1,0148(brokerage business),10333,1280,1,0148(brokerage business),13956,-1168
2,0148(brokerage business),62716,24577,2,0004(brokerage business),9031,-942,2,0004(brokerage business),10181,611
3,0253(brokerage business),35994,24608,3,0253(brokerage business),5285,6,3,0163(brokerage business),5345,1340
4,0004(brokerage business),34937,-19251,4,0163(brokerage business),5187,57,4,0253(brokerage business),4858,-954
5,0272(brokerage business),28871,23725,5,0240(brokerage business),3296,-74,5,0335(brokerage business),3809,1110
6,0123(brokerage business),28500,6203,6,0018(brokerage business),2901,493,6,0272(brokerage business),2964,366
7,0081(brokerage business),16577,10207,7,0288(brokerage business),2628,-225,7,0240(brokerage business),2244,-127
8,0240(brokerage business),10605,1527,8,0082(brokerage business),2505,36,8,0161(brokerage business),2096,-415
9,0259(brokerage business),10119,-811,9,0103(brokerage business),2472,-106,9,0081(brokerage business),1994,810
10,0275(brokerage business),8903,263,10,0272(brokerage business),2245,-767,10,0034(brokerage business),1954,1335
11,0298(brokerage business),4220,721,11,0268(brokerage business),2239,161,11,0082(brokerage business),1582,86
12,0268(brokerage business),3321,2049,12,0161(brokerage business),2156,-21,12,0042(brokerage business),1459,329
13,0288(brokerage business),3292,573,13,0009(brokerage business),2110,1973,13,0103(brokerage business),1430,-69
14,0034(brokerage business),3273,1228,14,0298(brokerage business),2088,175,14,0288(brokerage business),1426,-103
15,0058(brokerage business),2894,1541,15,0069(brokerage business),1925,287,15,0259(brokerage business),1256,-9
16,0059(brokerage business),2640,590,16,0096(brokerage business),1905,-108,16,0059(brokerage business),1253,-712
17,0018(brokerage business),2520,553,17,0125(brokerage business),1780,47,17,0049(brokerage business),1249,-39
18,0009(brokerage business),2484,2119,18,0008(brokerage business),1727,-40,18,0019(brokerage business),1241,192
19,0048(brokerage business),2471,1908,19,0275(brokerage business),1597,-123,19,0153(brokerage business),1162,216
20,0082(brokerage business),2466,790,20,0295(brokerage business),1389,805,20,0137(brokerage business),1116,-214
Total,,355388,116542,Total,,64799,2914,Total,,62575,2585
Ranking,Name of FF Member /OSBPs,Volume,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Long Position,Change from Previous Trading Day,Ranking,Name of FF Member /OSBPs,Short Position,Change from Previous Trading Day
Contract Code：ss2611,,,,,,,,,,2026-09-11,
1,0163(brokerage business),50919,20617,1,0004(brokerage business),9425,887,1,0148(brokerage business),10535,3217
2,0004(brokerage business),34775,14448,2,0148(brokerage business),6751,370,2,0239(brokerage business),7929,425
3,0253(brokerage business),21985,7424,3,0253(brokerage business),6535,1788,3,0163(brokerage business),7565,239
4,0148(brokerage business),19077,8053,4,0018(brokerage business),5189,1390,4,0004(brokerage business),7149,374
5,0081(brokerage business),14816,7368,5,0163(brokerage business),5070,622,5,0335(brokerage business),5818,1073
6,0275(brokerage business),14467,9105,6,0082(brokerage business),4328,1052,6,0139(brokerage business),4568,46
